unique_id,table,record_id,field,fr_value,en-US,nl,de
b4e93ef3-f676-4979-bdf0-46d44c67de45,species,SP210,class,Aves,,,
69bd325d-1c96-49a6-a1d6-b13fc85cf8b6,species,SP210,creaves_species,Hirondelle rousseline,,,
c9e13569-edf0-40d9-a58d-42d08c422444,species,SP210,family,Hirundinidés,,,
f738e56c-652f-4255-a283-318ee863daed,species,SP210,native_status,NS1,,,
dbbede2a-0db1-4e5a-bc32-36ff8d20fbf8,species,SP210,order,Passériformes,,,
b61caa9c-d2e9-4497-804b-337b6f6db46f,species,SP210,species,Hirundo daurica,,,
6426d424-80d9-414c-98ea-97017ca8cc8c,species,SP210,subside_group,SG2,,,
8d800dc5-c002-4f22-b4b0-8378c1ea1bcd,species,SP211,agw_group,Autre oiseau,,,
3f00c799-8e59-4fae-964e-67a28b63a7cd,species,SP211,class,Aves,,,
af750822-786e-4d93-ada9-463f7306d846,species,SP211,creaves_species,Hirondelle rustique,,,
4d20edab-d45b-4c7c-b245-e422d46b12dc,species,SP211,family,Hirundinidés,,,
802f3fc9-ee36-43a3-aed4-7b799f27d8a1,species,SP211,native_status,NS1,,,
8f628f64-670c-4e95-ad55-888a59bb7fed,species,SP211,order,Passériformes,,,
a14eb20f-79ad-4789-b82e-953891447f43,species,SP211,species,Hirundo rustica,,,
fa5d7e69-b780-40fe-b5f6-f316ffc0f413,species,SP211,subside_group,SG2,,,
a641dca2-83e1-462b-b0d0-eee07240c330,species,SP212,agw_group,Autre oiseau d'eau,,,
03b15416-b105-4b4d-9933-c200ab77b8fd,species,SP212,class,Aves,,,
ff20ef80-0833-46c2-9890-6ecad4a6c4fe,species,SP212,creaves_species,Océanite tempête,,,
e321ac69-fc05-48a8-b621-b50287e15e27,species,SP212,family,Hydrobatidés,,,
cc550dcc-c23c-4201-b626-0f25c3d5b68f,species,SP212,native_status,NS1,,,
3649638c-c809-4782-9594-8e803c0f6479,species,SP212,order,Procellariiformes,,,
63457556-2975-46cf-80ec-e32e3ca43a45,species,SP212,species,Hydrobates pelagicus,,,
e53033e7-f582-4d2b-a98e-b1ec9fa80cf1,species,SP212,subside_group,SG1,,,
aca4696a-711a-489a-98a7-98391d10d7f5,species,SP213,agw_group,Batracien,,,
ecd8e788-4e84-4b08-b5ac-a8a392ce6d16,species,SP213,class,Amphibia,,,
291ddae9-0857-4d50-a5f9-9a0e77af99de,species,SP213,creaves_species,Rainette verte,,,
8b599938-addd-49ab-8eef-00a1dba04900,species,SP213,family,Hylidae,,,
4eb5cb06-de32-4bc6-85be-2098c36376df,species,SP213,native_status,NS1,,,
f82b05cf-33ce-4b70-83fa-8e7ae7bdea67,species,SP213,order,Anura,,,
f071f70b-9706-4836-88f6-047a72ea55cb,species,SP213,species,Hyla arborea,,,
74f42416-4dcc-4238-9357-c3ac968be2a1,species,SP213,subside_group,SG2,,,
8531a707-2aa2-4303-ab57-494509f4b3b4,species,SP214,agw_group,Batracien,,,
ec4fff56-177d-4589-8392-c3954f127434,species,SP214,class,Amphibia,,,
83399503-53e6-4304-b203-daf2694b1eaf,species,SP214,creaves_species,Triton alpestre,,,
6e75d1b1-5422-4292-adc7-c769fd698aed,species,SP214,family,Salamandridae,,,
2ed47167-3a70-49f1-a821-129cc3c074cb,species,SP214,native_status,NS1,,,
bfa80624-4498-4614-8ab0-1a1104ad633f,species,SP214,order,Caudata,,,
1aae51cf-b849-4d35-a0f2-61d597d535ca,species,SP214,species,Ichthyosaura alpestris,,,
d4eceaa8-ada8-4ac4-8d0d-a2b6c5c63638,species,SP214,subside_group,SG2,,,
cb8f4547-d35b-4988-8b53-f6aec85fd65b,species,SP215,agw_group,Grand échassier,,,
c1bc24bb-97f6-45b0-9a33-565792b55ef9,species,SP215,class,Aves,,,
fff3ca09-ed9c-48e3-bb28-8f3817d22fb4,species,SP215,creaves_species,Blongios nain,,,
77960ff5-1784-4210-ad2a-492533911b35,species,SP215,family,Ardeidés,,,
40d8fb02-f18f-4dc6-b8ad-08e48f467b9d,species,SP215,native_status,NS1,,,
ad3e2faf-8191-478c-92e8-78820b279042,species,SP215,order,Pélécaniformes,,,
9c4a0f22-392d-4b3e-a6b0-c85d1ce3fe46,species,SP215,species,Ixobrychus minutus,,,
076c293f-b095-428f-b8d5-c571c530f7ae,species,SP215,subside_group,SG1,,,
446ebca4-db91-4cc0-9318-1952a9a9d643,species,SP216,agw_group,Autre oiseau,,,
42288be2-d4d0-4d2c-8026-d07b5661269f,species,SP216,class,Aves,,,
5d31ea0e-e648-4fe2-9d8f-02f2f31e4e18,species,SP216,creaves_species,Torcol fourmilier,,,
2ed0554f-6379-4d95-bf3c-2844c028278d,species,SP216,family,Picidés,,,
11d4aa73-a8b9-4027-b1f2-d3d22d395f7f,species,SP216,native_status,NS1,,,
c08880a2-4d06-4995-bb14-9956b9af3358,species,SP216,order,Piciformes,,,
f066f37d-e09e-450e-884c-6970410deca1,species,SP216,species,Jynx torquilla,,,
0775849d-eb10-474a-98ba-c840d8230461,species,SP216,subside_group,SG2,,,
9cfb628c-dc92-48df-895f-ff1631545cd9,species,SP217,agw_group,Reptile,,,
66d79bc3-4b2a-4d50-8b87-a1ce11d7428a,species,SP217,class,Reptilia,,,
d4479de5-9774-4de9-96ac-b294fc5dff62,species,SP217,creaves_species,Lézard des souches,,,
72ac4f07-b7e0-4948-a1f7-3da6881dba94,species,SP217,family,Lacertidae,,,
fc534f19-f1f5-4238-aed2-a3fad0d9d2ea,species,SP217,native_status,NS1,,,
5be1d37e-24ce-44a3-bac0-01f1efa39aca,species,SP217,order,Squamata,,,
c5ab91f8-dd81-46ee-9cfe-493755e7c23d,species,SP217,species,Lacerta agilis,,,
3aa896f8-c566-44c8-a52d-476509ff0170,species,SP217,subside_group,SG2,,,
a6677728-b518-4bb4-9170-512fc255e35f,species,SP218,agw_group,Autre oiseau,,,
a850693f-7344-4441-9080-01dca8469c51,species,SP218,class,Aves,,,
55c3664b-9c00-4dbd-96f5-61ac5c6c1bb5,species,SP218,creaves_species,Lagopède,,,
dbc007ad-99ba-46fa-9384-cc48ba77d0a0,species,SP218,family,Phasianidés,,,
8d6c0b6f-06a2-494e-bd23-77e38e11ab72,species,SP218,native_status,NS1,,,
b1d8f291-e85f-4612-8bfd-0998b2328168,species,SP218,order,Galliformes,,,
b29da0fc-0efe-46d0-9d80-da67838d9d6d,species,SP218,species,Lagopus lagopus,,,
9838408b-4b82-4945-b41e-ad3438ec3f88,species,SP218,subside_group,SG2,,,
aad0bbbb-b303-42eb-a928-4b5e8e9ffc98,species,SP219,agw_group,Autre oiseau,,,
97ee47a4-5c13-43de-8ae2-cd07420f9001,species,SP219,class,Aves,,,
843f6647-c205-453d-9780-687fa5c26500,species,SP219,creaves_species,Pie-grièche écorcheur,,,
6a2513fc-e0eb-43c3-bf7f-9af037a912c8,species,SP219,family,Laniidés,,,
bfc8b88b-e5e2-402c-b438-9067e7517df2,species,SP219,native_status,NS1,,,
36f63c22-5350-489f-b32d-543e18b23dc4,species,SP219,order,Passériformes,,,
794b980c-5e17-4d8e-9a16-cef3d776865c,species,SP219,species,Lanius collurio,,,
2420ee9f-8b30-4c93-a316-50a129a43371,species,SP219,subside_group,SG2,,,
c20673f2-ad1f-4ab5-a22f-b1524e64a5b8,species,SP22,agw_group,Anatidé  / grèbe,,,
3d110972-f486-4a08-b129-ad9093188ce6,species,SP22,class,Aves,,,
df241b3d-659c-4ba7-96fe-ea96fa5474ab,species,SP22,creaves_species,Sarcelle d'hiver,,,
8e8e0a54-da1f-411f-a774-e2ce0dc45282,species,SP22,family,Anatidés,,,
c95f049e-86f3-4001-8e0e-1040bf4920c4,species,SP22,native_status,NS1,,,
940913a9-43b9-42c0-8d75-382567e01faa,species,SP22,order,Ansériformes,,,
33178088-9575-457b-88a5-36c9eef37cdb,species,SP22,species,Anas crecca,,,
d96076db-0ca7-436e-bcd5-0eb9aeb2cc3b,species,SP22,subside_group,SG1,,,
485fff3f-9e3f-4f72-9f5c-117b0b8e10cf,species,SP220,agw_group,Autre oiseau,,,
4fdeee90-5223-425d-89cb-19283eb882bb,species,SP220,class,Aves,,,
46fffdab-e0c1-4b14-bd7c-a52501aa441b,species,SP220,creaves_species,Pie-grièche grise,,,
868df552-be4b-49bc-8665-ed33426c6e4c,species,SP220,family,Laniidés,,,
74f6f415-48e6-4652-b56e-4cd34d795f64,species,SP220,native_status,NS1,,,
4385658f-f374-41bc-8613-f9e99ede101e,species,SP220,order,Passériformes,,,
6e9ef7e1-919e-419e-bbcf-fbd3d8cfed6f,species,SP220,species,Lanius excubitor,,,
32360be8-b9d1-4134-93c9-2fb4ab3d815c,species,SP220,subside_group,SG2,,,
de280f2a-a9bb-4a60-a030-3de6f870be0f,species,SP221,agw_group,Autre oiseau,,,
3de87d9e-553a-48b9-8869-3806236deab9,species,SP221,class,Aves,,,
a9508205-2eb4-42aa-a378-f69f649642e3,species,SP221,creaves_species,Pie-grièche à poitrine rose,,,
6ac2dfda-72ea-4431-a97e-842ba3c37da3,species,SP221,family,Laniidés,,,
3cef216a-f8a5-4247-811a-6a0c64105c6d,species,SP221,native_status,NS1,,,
f3ee0f7e-d25b-4ad0-9128-68ec5b28e143,species,SP221,order,Passériformes,,,
7d3c7c53-8065-403e-90ce-274742698098,species,SP221,species,Lanius minor,,,
86c4dfda-d03c-46f9-8a2c-3c971fbc5f9e,species,SP221,subside_group,SG2,,,
3a0233fc-7b95-406c-82bb-8ac7ce2842fb,species,SP222,agw_group,Autre oiseau,,,
1a4df866-5320-4f4c-8361-e899395136be,species,SP222,class,Aves,,,
1e364244-f18a-4a18-ad86-434e5d01b3a4,species,SP222,creaves_species,Pie-grièche à tête rousse,,,
d2a1579b-ab27-47a2-990c-6e4c97391407,species,SP222,family,Laniidés,,,
29472819-d59b-42ef-aa64-5b151e669abe,species,SP222,native_status,NS1,,,
94ad09d0-24ea-4de7-8fe1-09c4a040439c,species,SP222,order,Passériformes,,,
eec30605-646f-40e5-94c7-af9aa8b5d096,species,SP222,species,Lanius senator,,,
3c612a00-b5bb-4512-9a4a-e08c33b10a20,species,SP222,subside_group,SG2,,,
7609f455-9fba-4b80-906f-b846003bf1e9,species,SP223,agw_group,Laridé,,,
43d256a9-0e53-4809-8754-5ef006cdfbba,species,SP223,class,Aves,,,
59a35355-f63c-4d09-b1bd-4f63830b6348,species,SP223,creaves_species,Goéland argenté,,,
619fbd1d-6795-4116-9f0d-ffaf8a6b2a08,species,SP223,family,Laridés,,,
533f567a-925a-4b4b-bca8-125a77b199f4,species,SP223,native_status,NS1,,,
abd31d0f-6b17-4349-8f34-082352a41934,species,SP223,order,Charadriiformes,,,
c32daf2e-da3d-40b4-bd5b-1a1498ece15c,species,SP223,species,Larus argentatus,,,
d30711c7-5997-41fe-b3d4-e59a80c374db,species,SP223,subside_group,SG1,,,
544c2244-216d-484d-aa87-624af93f6f7b,species,SP224,agw_group,Laridé,,,
edacd8e4-d3c9-4a52-9b12-7fd5ef567c07,species,SP224,class,Aves,,,
90759107-15e0-4f45-ace6-3693bcd207ce,species,SP224,creaves_species,Goéland pontique,,,
531a1ae0-35ba-4530-bca2-ba5fa0703fd1,species,SP224,family,Laridés,,,
732d265e-8c15-4c34-aee9-29b8d6fadbaf,species,SP224,native_status,NS1,,,
e27e5b58-fb63-4fc2-b046-3bed702d956e,species,SP224,order,Charadriiformes,,,
c7a431b4-990e-4bc9-bf0d-ae43400ed2a6,species,SP224,species,Larus cachinnans,,,
6fcba862-cd04-48b1-9d30-cf7ff2b21bb4,species,SP224,subside_group,SG1,,,
cd10fc6e-8b60-4568-8dd8-6bc3ec4502d2,species,SP225,agw_group,Laridé,,,
d06caed0-ac89-424b-9627-8c4c7b2a1381,species,SP225,class,Aves,,,
79536fc6-7c7c-4474-b409-0446f3d6744c,species,SP225,creaves_species,Goéland cendré,,,
cac036aa-920a-4ea4-aa90-69dfa69f5bb8,species,SP225,family,Laridés,,,
155c6e79-cbe2-4005-a35a-4603096bd0ac,species,SP225,native_status,NS1,,,
625cae11-6b07-42f0-8032-5ae293f47e65,species,SP225,order,Charadriiformes,,,
8efde211-7dcf-4f1a-97a7-485b328a1f77,species,SP225,species,Larus canus,,,
741c8975-451c-4432-90d7-35bd58c608ba,species,SP225,subside_group,SG1,,,
1a4dea43-de0e-4cb0-af9d-18955e9c2266,species,SP226,agw_group,Laridé,,,
ee539fc1-6386-4e07-a942-72da332b0b77,species,SP226,class,Aves,,,
cedf5230-5622-43d6-9ab2-7e3240140153,species,SP226,creaves_species,Goéland brun,,,
8126da21-ec7b-45cb-ba9a-cac2d3ddc67f,species,SP226,family,Laridés,,,
9e8d4d2c-436c-46da-bf0d-18deeda50738,species,SP226,native_status,NS1,,,
aac63311-ea4e-412e-99f4-73db2866351a,species,SP226,order,Charadriiformes,,,
660212d6-3cc9-4187-a1fe-42a0bd289fcf,species,SP226,species,Larus fuscus,,,
9957b65f-8c58-473e-927d-8006f6f0cb46,species,SP226,subside_group,SG1,,,
ece55cfe-b9d0-4f00-941b-efe38c050abb,species,SP227,agw_group,Laridé,,,
fa82c4eb-b6b5-441c-acab-ffe2adfb94d6,species,SP227,class,Aves,,,
a1ae4063-a4da-4554-9c33-e62318b0fed1,species,SP227,creaves_species,Goéland à ailes blanches,,,
102d371f-0945-42ed-8a16-f22d6fab85b6,species,SP227,family,Laridés,,,
362d0d1e-7f1f-486b-b464-a1ca8c875024,species,SP227,native_status,NS1,,,
cd42a465-74c6-496f-818e-6ce21659fa1c,species,SP227,order,Charadriiformes,,,
1ccbd371-0f09-46f5-b1bd-798fc2d67538,species,SP227,species,Larus glaucoides,,,
4633dc2d-8ca1-43e0-9eaf-ef6bab997131,species,SP227,subside_group,SG1,,,
5d41b397-9296-42a1-8654-6425d581cded,species,SP228,agw_group,Laridé,,,
738afd42-043c-426b-ac53-e444fffba777,species,SP228,class,Aves,,,
6f200b32-1c20-4970-85a9-014911da9864,species,SP228,creaves_species,Goéland bourgmestre,,,
7c16335f-a7db-4d7c-9211-743fc72a2944,species,SP228,family,Laridés,,,
9817facf-1f39-45f0-84b0-0ec893bc64e7,species,SP228,native_status,NS1,,,
c82dcad8-c4dc-42e5-b582-5992a3ce2610,species,SP228,order,Charadriiformes,,,
705b25c4-cfcb-4d73-a1fb-f105ccd37497,species,SP228,species,Larus hyperboreus,,,
bf0dc29a-dce3-487f-9957-4633f1827a78,species,SP228,subside_group,SG1,,,
a3a88c6e-722a-4286-b045-536f62c82fd4,species,SP229,agw_group,Laridé,,,
7b67aa6b-c11b-47ca-b6da-fdbb2aea0a9e,species,SP229,class,Aves,,,
dd3a0827-d126-4678-b811-af950890afd6,species,SP229,creaves_species,Goéland marin,,,
56c95745-dfca-439d-a8cb-bdf36a79d67f,species,SP229,family,Laridés,,,
6f953d87-c575-48f6-bfb6-06583739a130,species,SP229,native_status,NS1,,,
224affc0-06ff-45b3-8816-8034019b186b,species,SP229,order,Charadriiformes,,,
ed4a84e7-f421-4da9-8f47-3176f2838644,species,SP229,species,Larus marinus,,,
23c761c0-40a6-488d-8791-f94e95ffc6c1,species,SP229,subside_group,SG1,,,
ee808bf6-65d4-4014-9219-4a374040a1be,species,SP23,agw_group,Anatidé  / grèbe,,,
2b9c1352-d6d8-4d55-8480-55228424ee26,species,SP23,class,Aves,,,
fbb0c776-6594-4253-bcf7-dbf2146d73c5,species,SP23,creaves_species,Sarcelle à ailes bleues,,,
715575dc-efb5-491b-a029-32b0d09e169b,species,SP23,family,Anatidés,,,
b21be050-5875-41f4-aae2-7ace56ed8f30,species,SP23,native_status,NS1,,,
2856689f-26ef-443d-b838-629dd433f8ac,species,SP23,order,Ansériformes,,,
7eb7677f-ad75-4107-a290-7ee7b9a4937f,species,SP23,species,Anas discors,,,
18377975-86cc-4d96-9c8c-572c4a2fdcf9,species,SP23,subside_group,SG1,,,
c167515b-6763-481d-bca2-54bf56e47406,species,SP230,agw_group,Laridé,,,
b273ea46-be10-4683-a400-75aee9bd5767,species,SP230,class,Aves,,,
d8067925-db7b-4a6c-9078-71d819aa6c7c,species,SP230,creaves_species,Mouette mélanocéphale,,,
e2c3e720-d659-42e4-ba69-3341501d16ce,species,SP230,family,Laridés,,,
2eed5dac-14e9-4583-8cf2-652ec7f87e54,species,SP230,native_status,NS1,,,
ce37387f-1c8d-4bc9-b35e-e040ec33c741,species,SP230,order,Charadriiformes,,,
664023ed-856c-4b1a-8ed8-b1c349e6f250,species,SP230,species,Larus melanocephalus,,,
c5582449-ae41-462d-a4ad-46ef16ddf5e7,species,SP230,subside_group,SG1,,,
3ef1653a-70a9-43c6-8ce8-37c1c2f8c26c,species,SP231,agw_group,Laridé,,,
32b9ff09-eff3-4672-b7a6-2f18619ff215,species,SP231,class,Aves,,,
2e1f32af-3b5c-4f31-8de8-45c6733a8db6,species,SP231,creaves_species,Goéland leucophée,,,
efb4dbe6-0f37-4fac-bf54-302b17cfd8f6,species,SP231,family,Laridés,,,
bcd01dd5-c46a-4ffc-8c0d-f12f3dd79fc3,species,SP231,native_status,NS1,,,
bbcc5c9e-624a-47f6-8d21-f660fbf5e62d,species,SP231,order,Charadriiformes,,,
566542a5-3362-42bc-b37f-da9971c59704,species,SP231,species,Larus michahellis,,,
494d7d3c-6fc2-486f-82b2-935fa29f93a9,species,SP231,subside_group,SG1,,,
362ee240-d87d-45bc-a5dc-df02d5e4a6af,species,SP232,agw_group,Laridé,,,
f83d6c63-bbf6-4840-bb87-b36ff6c3450b,species,SP232,class,Aves,,,
a44c00ce-6624-4dd3-a786-8a169ab41371,species,SP232,creaves_species,Mouette pygmée,,,
d6162d4c-d917-46c9-9f81-ebc582b36cc5,species,SP232,family,Laridés,,,
21f5479d-8896-405c-82b1-cb341168764d,species,SP232,native_status,NS1,,,
4b80e520-5bd1-439f-b9bb-aa1908a90687,species,SP232,order,Charadriiformes,,,
37350984-d635-492e-b9b3-fb97ff043219,species,SP232,species,Larus minutus,,,
fa6ef869-7e2c-4fea-903f-5b60a9df4a7b,species,SP232,subside_group,SG1,,,
6ea5d77e-a9fc-4867-a285-7897abafe4b3,species,SP233,agw_group,Laridé,,,
4bfefd1f-5974-4db5-a059-0bd663cacabf,species,SP233,class,Aves,,,
d0fc34a1-c5ed-4d1e-9fc5-15bacb856d23,species,SP233,creaves_species,Mouette rieuse,,,
1f754f5c-47e3-428f-b07f-49bce6cec881,species,SP233,family,Laridés,,,
a1bb59a6-2249-42b7-974c-84b2af338550,species,SP233,native_status,NS1,,,
81404574-4b46-4e08-a2b9-3d92bba962be,species,SP233,order,Charadriiformes,,,
27c4a360-c2be-48b5-9427-510fc8707a1d,species,SP233,species,Larus ridibundus,,,
d07bf0c6-0e9d-4573-aed2-5bb90cf1fb03,species,SP233,subside_group,SG1,,,
95314e65-3967-4cbd-a584-9ad2a1a47c3d,species,SP234,agw_group,Laridé,,,
68f6ba8e-7b70-4254-94c4-fb5294a3ffb7,species,SP234,class,Aves,,,
ed8c265f-aa6b-4bce-ba22-cc9276bba0a6,species,SP234,creaves_species,Mouette de Sabine,,,
cfed05cf-32c8-49a7-b545-81dac881cc01,species,SP234,family,Laridés,,,
7079bef9-4870-4a61-9161-1682f421057f,species,SP234,native_status,NS1,,,
c393d286-5f79-4e12-b9bf-1cfa60204035,species,SP234,order,Charadriiformes,,,
d967bcd2-da49-47ca-9eaa-738c790e20c3,species,SP234,species,Larus sabini,,,
06285bd7-67d4-4169-8e61-6520302fcdc7,species,SP234,subside_group,SG1,,,
13cc09b0-d1d7-4393-96db-cc3d82b03ff3,species,SP235,agw_group,Mammifère taille moyenne,,,
ad71a216-bf37-4ecb-917d-96460bc95283,species,SP235,class,Mammalia,,,
12a3f199-4f0e-42cc-b031-29c779c9c48f,species,SP235,creaves_species,Lièvre d'Europe,,,
9c4bedfc-9d55-4f9b-a73b-024596320bcd,species,SP235,family,Léporidés,,,
bd27ea81-609d-4a05-8ead-82406ed54cb0,species,SP235,native_status,NS1,,,
01f1fa85-2060-4735-b869-20dd9370cd68,species,SP235,order,Lagomorpha,,,
9fa36e10-d632-4217-8307-3bd22661439e,species,SP235,species,Lepus europaeus,,,
bf85ee35-9589-496d-8fe7-c2386b683cf3,species,SP235,subside_group,SG3,,,
60c09260-35d4-4204-b9f3-0b8f0b8e8d60,species,SP236,agw_group,Limicole,,,
7ae48c21-a6c4-4365-92a8-02f9dc73ce5f,species,SP236,class,Aves,,,
f0448802-7b0f-4009-afed-f511871274dd,species,SP236,creaves_species,Bécasseau falcinelle,,,
4dbba3bd-e98a-4719-bb71-9b14a9d86e96,species,SP236,family,Scolopacidés,,,
29fcf873-3f78-4688-9057-5660e5eb4d11,species,SP236,native_status,NS1,,,
411efb14-bce9-461f-8265-828078380366,species,SP236,order,Charadriiformes,,,
913cae72-3d08-4050-983c-56cbc9b54525,species,SP236,species,Limicola falcinellus,,,
a14da90e-fbaa-4dab-b87d-227ec57a0cf3,species,SP236,subside_group,SG1,,,
28cd027d-22c1-4741-8258-6a9cc0212f7b,species,SP237,agw_group,Limicole,,,
b0caa8fa-ed01-4231-8337-24decf039f74,species,SP237,class,Aves,,,
6333632f-774f-4918-a769-3435725d82e2,species,SP237,creaves_species,Barge rousse,,,
e610880e-33bf-4c79-bd40-b86c7626bcc8,species,SP237,family,Scolopacidés,,,
1c6cdda3-62a6-4764-b965-948f39afd7c7,species,SP237,native_status,NS1,,,
e83a3baf-781f-4cdb-82ab-908e75cd9bf1,species,SP237,order,Charadriiformes,,,
e799f0aa-99be-4252-ba09-1b1e06717ce2,species,SP237,species,Limosa lapponica,,,
dbc51022-df74-4385-9a09-d346bb87168c,species,SP237,subside_group,SG1,,,
0d5b7f2b-17a4-4227-b8fc-d8f77da63009,species,SP238,agw_group,Limicole,,,
e418a67a-ddc5-4554-a0ed-57c683aba62a,species,SP238,class,Aves,,,
e38a7cc1-11e2-4b80-9ed2-49bb01193bda,species,SP238,creaves_species,Barge à queue noire,,,
e0673617-6550-4402-bef5-e261b840f2d5,species,SP238,family,Scolopacidés,,,
4916114a-09ee-41b7-aebe-665d1f7e536e,species,SP238,native_status,NS1,,,
ba4384b8-568d-43a9-a1fa-b09e13f11172,species,SP238,order,Charadriiformes,,,
0d2be7e6-a634-458c-85e1-bd56c30a4323,species,SP238,species,Limosa limosa,,,
fd15c577-d4c9-4e0f-b7ad-e2c7f6a079b0,species,SP238,subside_group,SG1,,,
e2d54e5e-89d3-499d-b189-506ca87c2c05,species,SP239,agw_group,Batracien,,,
adb3e52d-4a03-49c5-acbb-98e8f4772c25,species,SP239,class,Amphibia,,,
720744de-217f-40c0-989b-676faa119e1f,species,SP239,creaves_species,Triton palmé,,,
8e8977e6-0b4f-4333-ab61-b2737b0f5209,species,SP239,family,Salamandridae,,,
60ee2353-7070-4f1b-8068-4ddddb32fc25,species,SP239,native_status,NS1,,,
6a5487d3-00c5-4e51-96bb-b0d1247336f4,species,SP239,order,Caudata,,,
fafde2a1-fe3a-416c-a39c-efe8d0fbc9b7,species,SP239,species,Lissotriton helveticus,,,
2f4ad4a3-768b-4b0b-a393-597590c58328,species,SP239,subside_group,SG2,,,
b82eb224-a9de-4ddc-ab42-a7cfbc13736b,species,SP24,agw_group,Anatidé  / grèbe,,,
6a9862d7-18f3-4735-bcfd-ee20bf819296,species,SP24,class,Aves,,,
607192c8-b4aa-4944-a342-dc5d21926da2,species,SP24,creaves_species,Canard siffleur,,,
1ff06f67-4ab9-4080-be3f-b521f0803ffe,species,SP24,family,Anatidés,,,
70fa521d-cf9d-41c9-bbeb-786fc9faacf3,species,SP24,native_status,NS1,,,
b6ee7591-f64b-451b-ae88-c07ac958bcfd,species,SP24,order,Ansériformes,,,
e9f4e4cb-8f5f-4b09-84a8-1f884e7f1427,species,SP24,species,Anas penelope,,,
5afc936b-5ad8-4398-9b3f-cdfbc5cb4061,species,SP24,subside_group,SG1,,,
3b44eca9-aefc-467a-930f-df637cd5f0bf,species,SP240,agw_group,Batracien,,,
f5e2b51f-511c-45ed-9d35-2988af7af0d3,species,SP240,class,Amphibia,,,
81c858e4-a7ab-4a1a-8ef9-4d7591fe33c0,species,SP240,creaves_species,Triton ponctué,,,
854a93f1-4147-405e-8f19-a78a933f81e7,species,SP240,family,Salamandridae,,,
cf52b8c2-88fe-4e10-8e32-a76e206feb4e,species,SP240,native_status,NS1,,,
e6964605-f4d8-40ff-bda2-958ec93a44c1,species,SP240,order,Caudata,,,
a363be50-2e52-4e9d-b9af-a2c48a995c60,species,SP240,species,Lissotriton vulgaris,,,
97e591aa-8705-40f1-bad1-69d627c1f2c7,species,SP240,subside_group,SG2,,,
4ffa21d2-9444-48d5-98c7-45e09913874c,species,SP241,agw_group,Batracien,,,
ea8eb4d0-218c-4ba2-add5-ed7b3ae47372,species,SP241,class,Amphibia,,,
4059ddcf-e9cb-468b-a36c-9dd37949e098,species,SP241,creaves_species,Grenouille taureau,,,
3c076fa9-d6e6-460c-bb45-310c939747b2,species,SP241,family,Ranidae,,,
6d0c0634-2252-4ad3-a0fd-13f9b06b5da4,species,SP241,native_status,NS3,,,
a3d65345-20f4-4bad-90a4-a64fe47c9a13,species,SP241,order,Anura,,,
efd52ba9-9361-4e14-9a77-8d6741042669,species,SP241,species,Lithobates catesbeianus,,,
15b8d45c-2f3c-4300-971b-a23bda0d48c1,species,SP241,subside_group,SG2,,,
63ca51d6-bfd9-4bd7-bd49-0cd1f051f7d3,species,SP242,agw_group,Autre oiseau,,,
c26a80bd-c550-472a-9daa-01d62418b295,species,SP242,class,Aves,,,
31f3880f-5e77-4639-b0c7-2ea21294673d,species,SP242,creaves_species,Locustelle fluviatile,,,
caf94f9a-2b0a-476c-afc0-c72175fec4eb,species,SP242,family,Locustellidés,,,
cdf4cc0d-3a56-4414-a37c-1e92f5b010b4,species,SP242,native_status,NS1,,,
18c82552-9a27-4391-88f3-6f9d8bb285e2,species,SP242,order,Passériformes,,,
86d67b8a-06d7-41a2-8ba1-9c2190eb5fb1,species,SP242,species,Locustella fluviatilis,,,
794097e2-5ceb-4297-ae50-0e926662c7bd,species,SP242,subside_group,SG2,,,
42b8d775-eb0d-44a2-b878-cc76fc45a0f5,species,SP243,agw_group,Autre oiseau,,,
cb534919-7e31-4740-aac2-d0aa5f72310d,species,SP243,class,Aves,,,
cad5ee53-c3c3-4604-8265-653ef6703b5a,species,SP243,creaves_species,Locustelle luscinoïde,,,
4c5f1a93-44aa-4bf5-b194-9191778c8431,species,SP243,family,Locustellidés,,,
25d794bb-b60a-49e4-aa48-f654800f5bde,species,SP243,native_status,NS1,,,
1f04e06a-24d2-4fbd-a46d-8375da64f7eb,species,SP243,order,Passériformes,,,
dc4f7d38-eea6-41a1-9018-8f76238922c6,species,SP243,species,Locustella luscinioides,,,
497e9da5-1641-45c9-8de2-35547e268be5,species,SP243,subside_group,SG2,,,
416fa62c-875d-4253-b3ef-f0a01a635b39,species,SP244,agw_group,Autre oiseau,,,
6e26e3d6-8811-4dc5-a5b2-86150b8720d2,species,SP244,class,Aves,,,
318ab7e8-10fe-4897-a676-d061ba535800,species,SP244,creaves_species,Locustelle tachetée,,,
66327dd8-4a39-44c9-806c-17abce32d44b,species,SP244,family,Locustellidés,,,
bbeb9a1d-8d14-409e-83bd-e08fb9e21124,species,SP244,native_status,NS1,,,
2ee68b6c-cdb6-4836-bddd-8ee0ae9e0800,species,SP244,order,Passériformes,,,
81aa3fa8-d1d9-4acd-bac1-9666590b6054,species,SP244,species,Locustella naevia,,,
cc1fdda7-39be-4645-a7db-d13a73714ba2,species,SP244,subside_group,SG2,,,
8a5a6186-8a23-495d-b2f8-ed174b5f89f1,species,SP245,agw_group,Autre oiseau,,,
8df71454-31ed-4430-b291-39d0fe7957c6,species,SP245,class,Aves,,,
