species_id,species_name,scientific_name,animal_type_name,match_method,confidence,review_status,evidence,notes
SP212,Océanite tempête,Hydrobates pelagicus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP78,Oedicnème criard,Burhinus oedicnemus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP32,Oie cendrée,Anser anser,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP34,Oie des moissons,Anser fabalis,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP30,Oie domestique,Anser,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP31,Oie rieuse,Anser albifrons,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP33,Oie à bec court,Anser brachyrhynchus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP475,Oie à tête barrée,Anser indicus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP312,Oisillon,Oisillon,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP364,Oreillard,Plecotus austriacus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP363,Oreillard roux,Plecotus auritus,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP10,Orite à longue queue,Aegithalos caudatus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP29,Orvet fragile,Anguis fragilis,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP18,Ouette d'Egypte,Alopochen aegyptiacus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP317,Outarde barbue,Otis tarda,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP440,Outarde canepetière,Tetrax tetrax,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP112,Outarde houbara,Chlamydotis undulata,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP323,Panure à moustaches,Panurus biarmicus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP480,Paon,Pavo,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP337,Perdrix grise,Perdix perdix,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP16,Perdrix rouge,Alectoris fufa,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP262,Perruche ondulée,Melopsittacus undulatus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP380,Perruche à collier,Psittacula krameri,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP318,Petit-duc scops,Otus scops,Rapaces,candidate_taxonomy_rule,high,approved,taxonomy: AGW Rapace,Phase 1 operational classification; verify domain ownership before migration.
SP342,Phalarope à bec large,Phalaropus fulicarius,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP343,Phalarope à bec étroit,Phalaropus lobatus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP5,Phragmite aquatique,Acrocephalus paludicola,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP7,Phragmite des joncs,Acrocephalus schoenobaenus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP356,Pic cendré,Picus canus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP153,Pic mar,Dendrocopos medius,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP155,Pic noir,Dryocopus martius,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP357,Pic vert,Picus viridis,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP151,Pic à dos blanc,Dendrocopos leucotos,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP152,Pic épeiche,Dendrocopos major,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP154,Pic épeichette,Dendrocopos minor,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP355,Pie bavarde,Pica pica,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP220,Pie-grièche grise,Lanius excubitor,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP221,Pie-grièche à poitrine rose,Lanius minor,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP222,Pie-grièche à tête rousse,Lanius senator,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP219,Pie-grièche écorcheur,Lanius collurio,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP131,Pigeon biset féral,Columba livia,Petits Oiseaux,candidate_taxonomy_rule,high,approved,taxonomy: Aves residual operational group,Phase 1 operational classification; verify domain ownership before migration.
SP132,Pigeon colombin,Columba oenas,Petits Oiseaux,candidate_taxonomy_rule,high,approved,taxonomy: Aves residual operational group,Phase 1 operational classification; verify domain ownership before migration.
SP487,Pigeon domestique,Columba livia var. domestica,Petits Oiseaux,candidate_taxonomy_rule,high,approved,taxonomy: Aves residual operational group,Phase 1 operational classification; verify domain ownership before migration.
SP133,Pigeon ramier,Columba palumbus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,taxonomy: Aves residual operational group,Phase 1 operational classification; verify domain ownership before migration.
SP14,Pingouin torda,Alca torda,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP185,Pinson des arbres,Fringilla coelebs,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP186,Pinson du Nord,Fringilla montifringilla,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP358,Pipistrelle,Pipistrellus kuhlii,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP359,Pipistrelle,Pipistrellus nathusii,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP360,Pipistrelle,Pipistrellus pipistrellus,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP361,Pipistrelle,Pipistrellus pygmaeus,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP39,Pipit de Richard,Anthus richardi,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP41,Pipit des arbres,Anthus trivialis,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP38,Pipit farlouse,Anthus pratensis,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP37,Pipit maritime,Anthus petrosus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP35,Pipit rousseline,Anthus campestris,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP40,Pipit spioncelle,Anthus spinoletta,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP36,Pipit à gorge rousse,Anthus cervinus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP194,Plongeon arctique,Gavia arctica,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP195,Plongeon catmarin,Gavia stellata,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP368,Pluvier argenté,Pluvialis squatarola,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP367,Pluvier doré,Pluvialis apricaria,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP110,Pluvier grand gravelot,Charadrius hiaticula,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP108,Pluvier gravelot à collier interrompu,Charadrius alexandrinus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP111,Pluvier guignard,Charadrius morinellus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP109,Pluvier petit gravelot,Charadrius dubius,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP348,Pouillot de Bonelli,Phylloscopus bonelli,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP351,Pouillot de Pallas,Phylloscopus proregulus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP352,Pouillot de Schwarz,Phylloscopus schwarzi,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP354,Pouillot fitis,Phylloscopus trochilus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP353,Pouillot siffleur,Phylloscopus sibilatrix,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP349,Pouillot véloce,Phylloscopus collybita,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP350,Pouillot à grands sourcils,Phylloscopus inornatus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP283,Putois,Mustela putorius,Mustélidés,candidate_taxonomy_rule,high,approved,taxonomy: AGW Mustélidé,Phase 1 operational classification; verify domain ownership before migration.
SP204,Pygargue à queue blanche,Haliaeetus albicilla,Rapaces,candidate_taxonomy_rule,high,approved,taxonomy: AGW Rapace,Phase 1 operational classification; verify domain ownership before migration.
SP333,Pélobate brun,Pelobates fuscus,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP285,Ragondin,Myocastor coypus,"Autres mammifères (Procyonidé, Viverridés, ...)",candidate_taxonomy_rule,high,approved,taxonomy: Mammalia residual group,Phase 1 operational classification; verify domain ownership before migration.
SP213,Rainette verte,Hyla arborea,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP387,Rat brun,Rattus norvegicus,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP267,Rat des moissons,Micromys minutus,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP313,Rat musqué,Ondatra zibethicus,"Autres mammifères (Procyonidé, Viverridés, ...)",candidate_taxonomy_rule,high,approved,taxonomy: Mammalia residual group,Phase 1 operational classification; verify domain ownership before migration.
SP388,Rat noir,Rattus rattus,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP377,Raton laveur,Procyon lotor,"Autres mammifères (Procyonidé, Viverridés, ...)",candidate_taxonomy_rule,high,approved,taxonomy: Mammalia residual group,Phase 1 operational classification; verify domain ownership before migration.
SP58,Remiz penduline,Remiz pendulinus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP468,Renard roux,Vulpes vulpes,Canidés,candidate_taxonomy_rule,high,approved,taxonomy: family Canidae,Phase 1 operational classification; verify domain ownership before migration.
SP392,Rhinolophe grand fer à cheval,Rhinolophus ferrumequinum,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP393,Rhinolophe petit fer à cheval,Rhinolophus hipposideros,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP391,Roitelet huppé,Regulus regulus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP390,Roitelet à triple bandeau,Regulus ignicapillus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP134,Rollier d'Europe,Coracias garrulus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP102,Roselin cramoisi,Carpodacus erythrinus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP250,Rossignol philomèle,Luscinia megarhynchos,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP249,Rossignol progné,Luscinia luscinia,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP173,Rougegorge familier,Erithacus rubecula,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP346,Rougequeue noir,Phoenicurus ochruros,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP347,Rougequeue à front blanc,Phoenicurus phoenicurus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP8,Rousserolle effarvatte,Acrocephalus scirpaceus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP3,Rousserolle isabelle,Acrocephalus agricola,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP4,Rousserolle turdoïde,Acrocephalus arundinaceus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP6,Rousserolle verderolle,Acrocephalus palustris,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP384,Râle d'eau,Rallus aquaticus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP141,Râle des genêts,Crex crex,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP396,Salamandre tachetée,Salamandra salamandra,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP423,Sanglier,Sus scrofa,Ongulés,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP22,Sarcelle d'hiver,Anas crecca,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP27,Sarcelle d'été,Anas querquedula,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP23,Sarcelle à ailes bleues,Anas discors,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP402,Serin cini,Serinus serinus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP466,Serotine bicolore,Vespertilio murinus,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP403,Sittelle d'Europe,Sitta europaea,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP473,Sizerin cabaret,Acanthis cabaret,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP99,Sizerin flammé,Carduelis flammea,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP65,Sonneur à ventre jaune,Bombina variegata,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP278,Souris,Mus domesticus,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP362,Spatule blanche,Platalea leucorodia,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP415,Sterne arctique,Sterna paradisaea,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP413,Sterne caspienne,Sterna caspia,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP416,Sterne caugek,Sterna sandvicensis,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP196,Sterne hansel,Gelochelidon nilotica,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP412,Sterne naine,Sterna albifrons,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP414,Sterne pierregarin,Sterna hirundo,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP433,Syrrhapte paradoxal,Syrrhaptes paradoxus,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP170,Sérotine commune,Eptesicus serotinus,chauves-souris,candidate_taxonomy_rule,high,approved,taxonomy: AGW Chauve-souris,Phase 1 operational classification; verify domain ownership before migration.
SP435,Tadorne de Belon,Tadorna tadorna,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP437,Tamia de Sibérie,Tamias sibiricus,"Autres mammifères (Procyonidé, Viverridés, ...)",candidate_taxonomy_rule,high,approved,taxonomy: Mammalia residual group,Phase 1 operational classification; verify domain ownership before migration.
SP397,Tarier des prés,Saxicola rubetra,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP398,Tarier pâtre (torquatus),Saxicola rubicola,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP101,Tarin des aulnes,Carduelis spinus,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP436,Taupe,Talpa europaea,Rongeurs,candidate_taxonomy_rule,high,approved,taxonomy: AGW Micro-mammifère,Phase 1 operational classification; verify domain ownership before migration.
SP438,Tetras lyre,Tetrao tetrix,Grands Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP441,Tichodrome échelette,Tichodroma muraria,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP216,Torcol fourmilier,Jynx torquilla,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP442,Tortue aquatique,Tortue aquatique,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP484,Tortue d'Hermann,Testudo hermanni,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP443,Tortue de Floride,Trachemys scripta,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP483,Tortue terrestre,Testudinidae,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP53,Tournepierre à collier,Arenaria interpres,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP418,Tourterelle des bois,Streptopelia turtur,Petits Oiseaux,candidate_taxonomy_rule,high,approved,taxonomy: Aves residual operational group,Phase 1 operational classification; verify domain ownership before migration.
SP417,Tourterelle turque,Streptopelia decaocto,Petits Oiseaux,candidate_taxonomy_rule,high,approved,taxonomy: Aves residual operational group,Phase 1 operational classification; verify domain ownership before migration.
SP311,Traquet motteux,Oenanthe oenanthe,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP310,Traquet oreillard,Oenanthe hispanica,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP214,Triton alpestre,Ichthyosaura alpestris,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP451,Triton crêté,Triturus cristatus,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP239,Triton palmé,Lissotriton helveticus,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP240,Triton ponctué,Lissotriton vulgaris,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP452,Troglodyte mignon,Troglodytes troglodytes,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP465,Vanneau huppé,Vanellus vanellus,Moyens Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP202,Vautour fauve,Gyps fulvus,Rapaces,candidate_taxonomy_rule,high,approved,taxonomy: AGW Rapace,Phase 1 operational classification; verify domain ownership before migration.
SP298,Vautour percnoptère,Neophron percnopterus,Rapaces,candidate_taxonomy_rule,high,approved,taxonomy: AGW Rapace,Phase 1 operational classification; verify domain ownership before migration.
SP401,Venturon montagnard,Serinus citrinella,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP98,Verdier d'Europe,Carduelis chloris,Petits Oiseaux,candidate_taxonomy_rule,high,approved,source description exact-name membership,Phase 1 operational classification; verify domain ownership before migration.
SP467,Vipère péliade,Vipera berus,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
SP284,Vison américain,Mustela vison (Neovison vison),Mustélidés,candidate_taxonomy_rule,high,approved,taxonomy: AGW Mustélidé,Phase 1 operational classification; verify domain ownership before migration.
SP469,Xénope lisse,Xenopus laevis,"Reptiles, Amphibiens",candidate_taxonomy_rule,high,approved,taxonomy: class/AGW amphibian or reptile,Phase 1 operational classification; verify domain ownership before migration.
